student_id,age,gender,admission_grade,previous_education,semester_1_gpa,semester_2_gpa,semester_3_gpa,current_gpa,failed_courses,average_grade,attendance_rate,absences_count,late_submissions,library_visits,online_portal_logins,participation_score,extracurricular_activities,scholarship_status,financial_aid,distance_from_campus,accommodation_type,actual_dropout,dropout_risk
STU000391,31.0,F,88.94968244268091,International,14.201601126283844,17.37800868857019,10.445636945900418,13.58156564474504,0,18.162152960819544,76.14104700401512,21,2,24,123,6.7855091833172985,2,Yes,Yes,4.476424808610835,Home,0,Medium
STU000267,20.0,F,76.01405156819152,Public,14.959830996693714,19.542855838851104,7.1945896564641165,19.04398819355655,0,15.159297703938673,53.617393891699294,18,0,7,125,8.316151077364044,2,Yes,Yes,49.88709381213528,Home,0,Low
STU000127,28.0,Other,69.56883505801353,Public,16.035506576247982,18.4358022687709,15.009279125245767,12.344383135243499,0,12.218323420704838,61.36077874487082,1,1,15,83,1.6245304591050147,3,Yes,No,44.92006267109771,Rented,0,Medium
STU000487,20.0,F,92.82756717650358,Private,18.701713129079764,19.129349610980498,15.243708471911068,18.758224097495408,0,11.314914154453016,64.1065176682383,1,9,26,122,7.442229104224119,0,Yes,No,50.703030133069085,Rented,0,Low
STU000410,32.0,M,70.06612655208667,Private,12.184888142667504,16.377198874673272,15.684745503367626,13.094818181208161,0,15.060889888541173,97.23917420003377,12,7,25,65,5.577499780699143,3,No,Yes,13.684037715122257,Home,0,Low
STU000250,29.0,M,86.34221989886123,International,12.657196222887254,17.486255128552276,19.14170993388646,8.5746277563414,0,15.997553882149436,51.12812075744266,11,7,22,50,9.280888847214765,2,No,No,19.422030464189557,Home,1,High
STU000422,28.0,F,78.62106222836286,International,18.244148079547667,7.390586258347559,14.486056670972342,17.90018868100237,3,15.33500133235669,65.93285190118122,2,2,26,152,5.532591174362224,2,No,No,30.018711521192834,Campus,1,High
STU000314,19.0,M,74.7717330438192,International,7.16533414862629,19.301159799458674,18.792484264702665,14.115493579049367,1,17.63742844865179,61.317953127533734,13,3,22,169,4.364135105333418,4,Yes,Yes,19.430361813075294,Rented,1,Medium
STU000257,19.0,Other,80.7613417107354,Public,18.772196350357735,16.64421136605672,9.045778296928752,14.153398045062733,0,18.39190826423513,83.4839296936562,2,6,12,175,7.266598038584541,3,No,Yes,50.20398148188279,Campus,0,Medium
STU000026,23.0,M,81.064389466583,Private,14.868069460185637,9.382378552786532,9.294053884956988,12.244718334928965,0,10.221402531380017,57.655428950434924,2,5,14,140,5.793169711647961,3,No,Yes,34.00649099502767,Rented,1,Medium
STU000032,27.0,Other,66.35356241300485,Private,16.40541591027596,16.45031427994754,11.122108786016678,17.62860786527392,0,19.498568688908087,94.1602944358854,2,3,8,66,7.32151573087534,4,,Yes,36.475202071413484,Home,0,Low
STU000191,22.0,M,85.58494035775735,Public,11.581098084979574,12.20750945188745,10.387239404663617,16.139721362361772,2,19.522489188314733,76.95813039574116,17,1,1,103,2.8534437373752866,4,,No,11.589197403620586,Home,1,Medium
STU000074,23.0,M,92.68476991393888,Public,13.347286303351673,14.078288097719874,16.05954558197539,15.209538306985653,1,18.601687060441783,96.39458850471476,22,4,15,95,1.6196317154405981,0,Yes,Yes,28.604818674808612,Campus,0,Medium
STU000420,31.0,F,66.55160593884925,Public,18.441586947232704,18.77717118359551,16.14735605129301,8.566379854829103,1,16.966106604943107,92.63379876359562,4,4,23,116,2.4502575714377315,2,Yes,No,1.8378059538653169,Home,1,High
STU000156,29.0,M,63.87362494047253,International,11.256451015291562,19.176401205970947,19.468292526846035,10.300808610157198,0,17.003754105750613,50.12203447788927,8,8,23,168,8.232927711900729,0,Yes,No,30.464089847209493,Rented,1,High
STU000284,24.0,M,74.88546410223785,International,7.055572552709546,16.016090071076356,16.708044580548098,9.445867757295597,0,18.872022174604627,71.89224636546697,13,1,11,163,6.71310454930061,4,No,No,37.62712004358851,Campus,1,Medium
STU000367,33.0,F,92.40766339429922,International,16.561373962267005,15.031505927108542,13.561286906398529,10.640801478485638,0,15.532696203107443,98.44237257510082,20,0,23,156,1.048383628741868,1,No,Yes,21.581079399667317,Rented,0,Medium
STU000219,32.0,Other,82.98041543680051,International,18.4937927601008,13.829384267782567,19.86453536521814,10.119494073210578,0,17.686306638237898,,7,8,1,174,8.435064273442265,2,No,Yes,8.661320652430554,Home,0,
STU000202,33.0,Other,76.50715798726436,Private,14.861619145524458,9.681691159220751,17.54911851068301,19.211974728367935,0,10.151705606527749,94.31677840037437,5,8,14,177,2.239694871987666,2,Yes,Yes,43.812349118250765,Campus,0,Low
STU000396,22.0,Other,69.76950961725163,International,17.144763449866897,10.45202454797777,19.153963697827205,16.77231085316341,0,12.86809481892737,93.83137631646133,17,0,26,10,0.2649156491535376,4,No,Yes,0.12168911660422665,Campus,0,Low
STU000141,24.0,F,87.79696135196784,Public,18.049022714347803,14.536111159992457,9.008251131115317,,0,16.67277812523566,87.02112580089378,0,1,8,34,8.12377618242856,0,Yes,Yes,48.17852133525405,Rented,0,
STU000152,29.0,Other,74.33783569166148,Public,19.568205854741606,15.755865607686774,7.323580905612027,17.898416598880388,0,15.793403066328226,69.7098930447807,2,7,13,181,0.2696065729397079,1,Yes,Yes,23.870355389875485,Campus,0,Low
STU000019,20.0,M,76.44747478029791,Public,9.148919757536866,10.575411668803028,16.98632599793774,15.590233283233998,0,17.279726722867764,90.53574446227731,13,6,5,125,8.30047358524218,0,No,Yes,19.401166943201684,Rented,0,Low
STU000460,26.0,M,93.89944574824602,Private,13.635492516968549,10.451378029771917,15.97626856148793,19.519512263821973,0,19.787932387305844,40.935652089337516,5,2,1,107,9.757137363314976,0,Yes,No,53.05331130068698,Rented,0,Medium
STU000320,25.0,F,72.31230315246715,Public,9.982696573025757,7.504109495294176,16.20447084631926,17.010465245563815,0,11.991598946837538,71.67876145629099,15,2,24,12,2.3969803301656176,3,Yes,Yes,12.953817053852214,Rented,0,Low
STU000034,27.0,F,65.7439244222702,Private,16.74427203362104,9.929650908383143,19.613334139200717,18.223117616912425,2,14.062802931146425,61.462355336757994,20,0,10,191,6.244331599742522,2,Yes,Yes,3.046844915417062,Home,1,Medium
STU000468,26.0,F,66.23424142994553,Private,17.111198315160365,19.337488900838622,8.556130056635215,8.042028415281687,0,12.872969975566,66.6903553863235,22,1,20,145,9.033478269713143,4,Yes,No,42.94359645769145,Rented,1,High
STU000176,25.0,F,61.28313422282372,International,17.377646777639217,16.416608793035145,15.888341189667415,16.760624751748296,0,18.343556498397753,81.74578365792667,6,1,16,144,4.465894507401384,3,No,Yes,6.495494043268759,Rented,0,Low
STU000453,20.0,F,84.1372521092012,Public,9.32512696816108,18.841750704605204,9.945033777035494,10.489868795705352,0,13.811842586612233,77.552518177307,23,0,24,42,1.516728533070304,4,,Yes,51.81984877681879,Campus,0,Medium
STU000443,21.0,M,82.99003812957277,Private,14.982218414985223,10.325184044551271,7.802253494361968,17.788618937069252,0,14.320777716082004,93.75628175549222,4,4,18,30,5.938932100419807,0,No,Yes,26.237061728852332,Home,0,Low
STU000095,33.0,M,66.67522225757598,International,8.923053027712374,18.179035015548948,10.913787256622578,11.84254395547173,2,14.715684809028804,43.043508358629076,18,1,0,198,6.593775543563233,0,No,Yes,13.080939345252014,Rented,1,High
STU000093,30.0,M,93.97548282647868,International,14.68840871637233,17.363094539864317,11.507863911076523,10.038074825526309,0,15.280620713301545,66.62598682715226,24,1,21,147,0.7420556147775259,3,No,No,32.34295583546362,Rented,1,Medium
STU000164,22.0,Other,65.23224051590505,International,15.79901943533445,19.37766832399614,18.46615187949068,12.63931683817965,1,13.247366076101486,64.24871313763757,6,2,22,43,3.980200409266521,1,No,No,7.773970635683072,Campus,1,High
STU000193,28.0,F,76.21264268150686,Public,16.424823392193634,10.77948517253078,8.710803000242365,13.271087760393577,0,11.118156437123028,79.28632154820508,19,1,5,49,8.162158669471724,2,Yes,No,29.48516550249785,Campus,0,Medium
STU000316,23.0,M,63.07298138315403,Public,17.679543350662204,14.199601601573526,8.613978452044266,7.829763465093573,0,17.01945530487248,95.30876261273747,14,5,20,199,0.28738625226938486,4,No,No,36.938023597713524,Home,1,Medium
STU000054,25.0,,78.26416601960337,International,18.94924644097179,19.371613514492843,14.782552512492826,8.287248910553858,0,10.960547324951284,97.66381637039584,9,6,6,172,3.8857743370095186,3,No,Yes,53.13125552179929,Rented,0,Medium
STU000261,26.0,F,82.43448206364029,International,13.29592281852408,15.985395425491461,8.642293209280192,17.05681316072678,3,19.139232836339957,46.85186516141195,12,0,0,144,7.017687486037243,0,No,Yes,39.908310288982314,Rented,1,High
STU000347,21.0,F,94.16799850340357,Private,19.86824486216996,15.73591343079387,12.023127249431921,15.143323742275825,1,14.838032407834236,41.04961704671179,17,0,5,118,7.024318426266874,2,No,Yes,35.283166673505036,Rented,1,High
STU000234,29.0,F,75.68448193693305,Private,11.354470408352702,13.730621361753624,19.86809193599249,15.03698615264133,2,12.632987324666999,,8,0,4,67,7.165814326110405,2,No,No,50.6599219402239,Campus,0,
STU000075,32.0,Other,64.33632604036805,Public,10.099162278665991,17.439259706420238,12.644877861246146,15.840526319283091,1,13.101464584196442,73.88621415717813,23,2,27,148,8.745508260651327,4,Yes,No,1.4108701475463414,Home,0,Medium
STU000117,,Other,91.8846921782365,Public,19.838014743917977,8.47288159344153,9.966160243289131,18.57967295312916,0,13.959228334989387,120.0,10,0,3,64,4.45319639805036,1,Yes,No,37.52207208077408,Home,0,Low
STU000395,29.0,F,66.87607121241274,International,18.2056039003794,7.318073222325843,7.30985910220946,9.985373090745707,0,12.402896967181377,65.92373666008338,10,2,9,29,8.415412208446536,2,No,Yes,49.01231722601809,Rented,1,Medium
STU000379,26.0,,79.57285800342798,International,17.441293063458254,7.8348494529373,9.912764792546962,,0,18.076833863257654,54.18882486784183,12,5,3,129,5.697245094078602,2,,Yes,42.33911687239051,Campus,0,
STU000029,34.0,F,90.56836168203347,International,17.452664149929582,19.287637249576395,14.398029629305773,8.838668397695333,0,12.697389041717374,75.08553331706761,11,4,16,69,8.8126058797708,1,No,Yes,55.201295976929266,Campus,1,Medium
STU000330,29.0,M,83.97168958174518,Public,13.825576802015796,9.22578107065901,17.2893382399512,17.577494412773287,0,14.535368425580579,74.90723968959894,19,0,12,87,2.3145802691245154,0,Yes,No,51.459244014022794,Rented,0,Low
STU000455,21.0,F,68.98780265380586,Private,12.04344031112672,14.474744409730125,15.125908601653173,7.962013533865904,2,16.79306691960967,94.14532174820013,18,4,15,114,4.303172009895371,0,No,Yes,35.587602614332155,Rented,1,High
STU000489,34.0,M,78.44933953946546,Private,15.55490523078306,7.952897510108629,12.667324265449784,16.2077102339712,0,12.250090770098177,79.14651694915875,13,0,29,130,9.332964249650404,2,No,No,11.596211994700543,Home,0,Low
STU000393,,Other,68.05612038429125,Private,7.083427628276781,7.478298049497452,7.161783673635373,15.464761452805996,2,17.420804374386588,51.99687196672352,0,8,24,145,4.184435366198706,0,Yes,Yes,7.416108564768818,Rented,1,High
STU000343,30.0,F,74.16602371807481,Private,16.910641654376818,15.663722905905772,17.86793001791584,13.784103821915913,0,16.336763963582733,120.0,19,0,17,108,2.941088051924093,4,No,No,54.36692076712842,Rented,0,Low
STU000418,33.0,M,83.74919384627347,International,11.037859546611932,18.054412129491045,13.044575633869169,12.955636818566354,0,19.44105588976025,97.90197074713163,10,0,15,72,4.450171584300053,2,Yes,Yes,4.607056804492496,Campus,0,Low
STU000249,31.0,M,77.95990096330561,Private,13.86825199067692,16.964004547190967,19.403436681985614,15.988143146050954,0,14.353900750423904,74.81628609568672,21,9,1,186,2.375291799033963,0,Yes,Yes,38.64461201959983,Rented,0,Low
STU000416,33.0,M,88.9185997428452,Private,14.231196755549004,8.548663976090806,7.883867611697619,9.386056302410683,0,19.04653629227456,120.0,9,7,3,12,7.805827644742031,0,No,Yes,29.14024943469166,Home,0,Medium
STU000089,24.0,M,90.00339848144965,Public,18.666886647969655,11.459365008491119,17.68294308965821,17.050075296345547,0,18.916873125065692,82.73174988555746,4,1,8,93,5.302496578617141,0,Yes,Yes,19.688787876951743,Campus,0,Low
STU000375,29.0,M,76.28980669843952,Public,10.390929444235317,12.630619822909882,12.23601276792297,11.741232874671452,0,18.194442227299447,68.27483854828066,5,4,26,29,0.3813206080156506,0,No,Yes,12.961955891558478,Home,0,Medium
STU000289,,M,74.00118574460447,Private,13.069125162552279,19.439204125307448,18.836256653980513,7.591333462690543,0,11.541306623340802,76.91704328314069,9,1,3,56,6.758534820567917,1,Yes,No,56.26675267955465,Rented,1,High
STU000268,27.0,M,78.27812561015375,Private,11.368875737641734,14.615237318875689,7.388521839553391,10.023598518657892,0,11.463905911221067,,8,1,28,114,4.202019288952126,0,,No,33.55387982281871,Campus,0,
STU000209,18.0,M,82.16892112708352,Private,17.90901939780666,17.123655024445014,11.944341198197389,17.663824116698205,0,13.917708779874227,57.31159399893366,13,1,13,101,6.822031201919444,2,No,No,28.680279658466425,Home,0,Medium
STU000194,26.0,,89.63237269906625,Public,8.44647255503827,19.16781848450414,12.849119480035391,12.405973318360164,0,11.373129366207689,98.56523209265411,8,7,26,176,3.2144661638508962,0,No,No,40.14562972315241,Rented,0,Medium
STU000461,34.0,M,76.18356062241939,International,10.78204377683441,15.042396495396183,14.491516079299327,13.963011941149567,0,16.13517097585624,69.13776331319639,15,5,10,62,9.289639403422683,2,No,No,40.21221113415141,Rented,0,Medium
STU000419,27.0,M,74.27303916572387,Public,8.01913085081683,14.482809267795451,14.445278610421397,,0,15.516219591118023,94.13172962124138,3,3,29,196,1.7328785013847448,3,Yes,No,26.094791893540197,Campus,0,
STU000474,28.0,F,88.5708319821473,International,11.055078028004708,17.43777113494319,18.394171618886546,7.707507725752064,1,10.16780216390896,75.40312350701083,1,3,1,130,8.525965042644096,1,Yes,No,56.595827426698094,Campus,1,High
STU000387,26.0,M,83.74740482902638,International,10.792801207380862,16.72936673953786,7.584612675838724,10.47272661369033,0,12.737812431721139,56.59100341698574,3,7,26,68,6.673964873709534,4,Yes,Yes,8.565831208169843,Rented,1,Medium
STU000260,18.0,F,92.84293166002695,Public,16.70565434727294,8.279325245034514,16.46786883451933,13.134189927239913,0,15.948984989854711,79.52974418965421,9,0,18,146,9.767164497750175,4,No,Yes,38.716300374571595,Campus,0,Medium
STU000220,32.0,F,67.94425220617568,International,18.787220869991657,7.296004663121385,9.490013366443964,16.131016091627664,0,15.721315237417794,68.41860589577595,11,6,10,108,5.355914674428284,3,,No,24.516296230779403,Campus,0,Medium
STU000047,19.0,F,88.01476945809895,Private,19.246105698787865,9.078113080166796,15.245082585965532,19.721274417026414,0,13.933574103625347,71.89828874115943,19,9,14,162,0.5733822010094902,2,Yes,Yes,0.5709552515602434,Rented,0,Low
STU000110,33.0,M,63.36387039511921,Private,7.4530768683182504,16.175691471239872,17.58709543717963,8.477795853813271,0,15.804472203811292,53.98071679443241,16,9,8,162,1.4082127635704034,2,,Yes,10.742161828045287,Rented,1,High
STU000161,34.0,M,92.64570587714043,International,14.11125970124274,11.500516431788295,19.049483579924505,7.244447564734043,1,16.984383836806604,63.57209136728088,14,5,19,21,8.036075508786288,3,No,Yes,59.98745755575632,Campus,1,High
STU000269,150.0,F,80.56628926362384,International,10.964237009982087,10.623448735663366,7.172069729544917,15.54516002871548,0,10.703034129262258,76.73767283720784,12,0,8,152,1.0402729497489382,4,No,No,29.867103625644166,Home,0,Low
STU000324,28.0,F,90.21084039045147,Public,13.554694925907759,15.658346715270666,18.384181397428634,9.306787840524976,0,16.870212508979243,83.26446168624132,22,8,22,109,5.764232793066537,4,No,Yes,12.676079686894559,Home,1,Medium
STU000263,18.0,F,92.03756881185456,Private,9.413930368098152,10.777077111074462,11.632463235702996,15.806564247223907,3,14.887218032398524,85.10429460691861,23,5,11,84,2.2444278805316795,1,,Yes,51.73738705130395,Rented,1,High
STU000306,33.0,M,81.12337354326435,Private,7.885828847310122,7.228513429972871,18.62640731115409,7.522136365483892,1,13.952067673451637,51.82356050613532,13,0,22,73,8.558092338699613,4,No,Yes,23.889460694148504,Rented,1,High
STU000248,30.0,Other,62.1058237436161,Private,18.911892456365706,7.151174663333933,14.305542146090055,10.073647900426558,1,15.041998148699012,,1,3,14,161,9.15956761160806,1,No,No,37.09479582479145,Home,0,
STU000497,30.0,Other,68.99142467428027,International,10.669528216386322,14.908321550755414,12.316317554023556,15.841750307507604,0,19.544471580678085,49.20090900622985,17,0,8,179,3.5568358110445066,2,No,Yes,8.744522063226919,Home,0,Medium
STU000423,24.0,M,80.4671129209531,Public,16.11736916462027,17.35255956171838,16.04718450334098,9.301167613542098,2,19.50716052291278,59.8102066852505,16,9,2,60,7.443571561526827,4,Yes,Yes,12.90702680480446,Campus,1,High
STU000452,31.0,F,94.44849251300418,Private,12.129840890058558,16.481442009317824,13.57963917297212,7.332449276695523,2,13.380109844634836,60.67806066556176,15,5,11,23,7.598050951132399,1,Yes,Yes,12.884564829852284,Rented,1,High
STU000086,26.0,F,69.42093393545144,Public,15.965072846335953,14.832774184250102,12.877667799157843,9.167794080689205,0,10.242207717500346,54.24303127742459,8,1,10,60,3.3830748958803234,3,,No,29.800192658352447,Home,1,High
STU000434,24.0,M,79.23550902952574,Public,7.975971241729793,10.300791892552605,13.239247966242203,15.50905879461866,0,13.21624535028705,83.01117919920547,23,8,3,64,6.797228043926343,4,No,Yes,8.98725639884647,Campus,0,Low
STU000421,22.0,Other,69.9826444962973,Private,7.0328765354307725,9.381383347961178,15.07091117493519,12.875669764946764,0,14.716536319356402,77.10559416988173,13,2,0,62,9.326171887454564,1,Yes,Yes,4.280242718261671,Campus,0,Medium
STU000463,32.0,M,63.5750113400895,Private,16.14805700254044,7.85733258253912,7.857892284453888,18.837511650279577,1,18.450150857657327,97.99793012427429,7,0,6,108,7.890815782413579,1,,No,3.429217062569727,Rented,0,Low
STU000361,,M,68.12820296035481,Private,16.19711993754143,8.105563176941688,13.950642037755422,8.925341707723597,0,17.324132788183796,57.021138516030994,10,2,8,167,2.289871887033067,3,No,Yes,35.338117553298254,Home,1,High
STU000186,30.0,F,79.25948501658755,Private,8.753660335955574,15.9521431924447,17.935865610458173,17.86137602804152,0,11.780248851022847,41.37138320746649,13,1,15,144,1.3997534632751796,0,Yes,No,11.865744149301419,Home,0,Medium
STU000448,27.0,F,64.15928083101022,Private,16.390811591288237,9.988129536363992,12.896765595270022,13.913407671782402,0,16.904520312505056,,21,7,8,189,7.8909223890897975,4,Yes,Yes,11.153463788940442,Rented,0,
STU000048,26.0,F,82.10782023478353,Public,12.2063908131877,17.570240574644483,10.697858540641404,15.810445759738693,1,12.198142486083167,71.69268422358283,18,0,26,71,2.257321366147708,2,,No,1.160434124038543,Campus,0,Medium
STU000236,32.0,M,89.47865511466756,Private,18.745690994807067,13.739010098614784,18.86002251785377,15.816464252605995,0,19.034210078999212,93.19424803383492,24,5,0,114,3.0457817510725382,3,No,No,27.4494640266608,Campus,0,Low
STU000145,31.0,M,77.60259224448248,International,14.619895031321562,16.407120682903063,19.305099366468188,10.181332408178584,0,18.961708002963476,70.13097037196745,1,5,28,31,2.9479005919784838,3,,Yes,2.4441906730097918,Campus,1,Medium
STU000381,27.0,M,82.93857847887269,Public,19.972590000606402,12.19533130996108,7.955593505246749,14.413772943906622,3,17.019055736731758,64.84392301682414,12,6,15,63,2.354995049899955,0,No,Yes,49.18948440266682,Home,1,High
STU000065,21.0,F,85.86706178051936,Private,7.088683040724298,8.558657868334114,9.24018356635534,17.162572234618345,0,15.637740710362493,85.63109429444746,6,9,0,67,5.796014622759054,0,Yes,Yes,34.252313192033704,Rented,0,Low
STU000206,18.0,M,74.58437361326591,Public,17.099777545496504,7.906693787224974,19.5835170840421,18.974286972275664,1,19.575374006672412,97.11758319000765,20,3,14,95,2.461143204980216,3,Yes,Yes,54.13752945441701,Campus,0,Low
STU000113,24.0,,82.56327263543996,Public,13.860551748834853,15.051145034423598,8.951657207837787,,0,18.591081448112924,83.90120000047955,22,6,14,171,9.611870429127888,1,No,Yes,1.087451026249262,Rented,0,
STU000215,26.0,F,93.79932940046135,Public,13.062124724423398,11.276986773078823,11.34691085561579,7.843871060593427,1,13.624610232180475,48.54209664331053,18,9,7,55,2.666741030633135,4,No,No,38.802859790555516,Rented,1,High
STU000180,27.0,Other,74.35343344869935,Private,15.830148736391198,16.06809641472998,13.783988577865614,17.937211829105085,2,15.81635863905867,79.03014561492346,7,5,2,38,6.954661994753284,4,Yes,No,38.921450380623575,Home,0,Medium
